rr,name,rule,n_filters,baseline_trades_train,baseline_wr_train_num,baseline_wr_train,baseline_evR_train,baseline_trades_test,baseline_wr_test_num,baseline_wr_test,baseline_evR_test,trades_train,wr_train_num,wr_train,delta_wr_train_pp,delta_wr_train,evR_train,delta_evR_train,trades_test,wr_test_num,wr_test,delta_wr_test_pp,delta_wr_test,evR_test,delta_evR_test
1.0,RR1_ret3_high50,ret_3_pct high50@0.0350147,1,335,48.95522388059702,"49,0%",-0.02089552238805975,84,44.047619047619044,"44,0%",-0.11904761904761907,168,46.42857142857143,"46,4%",-2.526652452025587,"-2,5%",-0.0714285714285714,-0.050533049040511646,44,54.54545454545454,"54,5%",10.497835497835496,"10,5%",0.09090909090909083,0.2099567099567099
1.0,RR1_volz_high50,vol_z high50@-0.237565,1,335,48.95522388059702,"49,0%",-0.02089552238805975,84,44.047619047619044,"44,0%",-0.11904761904761907,168,56.547619047619044,"56,5%",7.592395167022026,"7,6%",0.13095238095238093,0.15184790334044068,45,51.11111111111111,"51,1%",7.063492063492063,"7,1%",0.022222222222222143,0.1412698412698412
1.0,RR1_magap_high60,ma_gap_pct high60@1.26425,1,335,48.95522388059702,"49,0%",-0.02089552238805975,84,44.047619047619044,"44,0%",-0.11904761904761907,201,52.23880597014925,"52,2%",3.283582089552233,"3,3%",0.04477611940298498,0.06567164179104473,40,50.0,"50,0%",5.952380952380956,"6,0%",0.0,0.11904761904761907
1.0,RR1_ret3_high50__AND__slope_low80,ret_3_pct high50@0.0350147 AND slope_strength low80@0.272165,2,335,48.95522388059702,"49,0%",-0.02089552238805975,84,44.047619047619044,"44,0%",-0.11904761904761907,140,46.42857142857143,"46,4%",-2.526652452025587,"-2,5%",-0.0714285714285714,-0.050533049040511646,38,52.63157894736842,"52,6%",8.583959899749374,"8,6%",0.05263157894736836,0.17167919799498743
1.5,RR1p5_ret3_high50,ret_3_pct high50@0.0350409,1,322,41.61490683229814,"41,6%",0.04037267080745344,81,34.5679012345679,"34,6%",-0.13580246913580252,161,40.993788819875775,"41,0%",-0.6211180124223645,"-0,6%",0.024844720496894346,-0.015527950310559091,43,41.86046511627907,"41,9%",7.292563881711175,"7,3%",0.04651162790697683,0.18231409704277934
1.5,RR1p5_volz_high50,vol_z high50@-0.267522,1,322,41.61490683229814,"41,6%",0.04037267080745344,81,34.5679012345679,"34,6%",-0.13580246913580252,161,45.962732919254655,"46,0%",4.347826086956516,"4,3%",0.1490683229813664,0.10869565217391297,47,36.17021276595745,"36,2%",1.602311531389553,"1,6%",-0.0957446808510638,0.040057788284738716
1.5,RR1p5_magap_high60,ma_gap_pct high60@1.24461,1,322,41.61490683229814,"41,6%",0.04037267080745344,81,34.5679012345679,"34,6%",-0.13580246913580252,193,43.523316062176164,"43,5%",1.9084092298780249,"1,9%",0.08808290155440412,0.04771023074695069,39,43.58974358974359,"43,6%",9.021842355175693,"9,0%",0.08974358974358976,0.22554605887939227
1.5,RR1p5_ret3_high50__AND__slope_low80,ret_3_pct high50@0.0350409 AND slope_strength low80@0.271314,2,322,41.61490683229814,"41,6%",0.04037267080745344,81,34.5679012345679,"34,6%",-0.13580246913580252,134,39.55223880597015,"39,6%",-2.062668026327991,"-2,1%",-0.011194029850746356,-0.05156670065819979,37,45.94594594594595,"45,9%",11.378044711378053,"11,4%",0.14864864864864868,0.2844511177844512
2.0,RR2_rsi_high60,rsi high60@60.0298,1,312,34.93589743589743,"34,9%",0.048076923076922795,78,30.76923076923077,"30,8%",-0.07692307692307687,187,30.481283422459892,"30,5%",-4.4546140134375385,"-4,5%",-0.08556149732620322,-0.133638420403126,47,40.42553191489361,"40,4%",9.656301145662841,"9,7%",0.21276595744680826,0.28968903436988513
2.0,RR2_pullback_atr_low50,pullback_from_new_high_atr low50@1.04786,1,312,34.93589743589743,"34,9%",0.048076923076922795,78,30.76923076923077,"30,8%",-0.07692307692307687,156,33.33333333333333,"33,3%",-1.6025641025641022,"-1,6%",-2.220446049250313e-16,-0.04807692307692302,43,39.53488372093023,"39,5%",8.765652951699462,"8,8%",0.18604651162790697,0.26296958855098385
2.0,RR2_ret3_high50,ret_3_pct high50@0.0338931,1,312,34.93589743589743,"34,9%",0.048076923076922795,78,30.76923076923077,"30,8%",-0.07692307692307687,156,33.33333333333333,"33,3%",-1.6025641025641022,"-1,6%",-2.220446049250313e-16,-0.04807692307692302,42,38.095238095238095,"38,1%",7.326007326007325,"7,3%",0.1428571428571428,0.21978021978021967
2.0,RR2_volz_high50,vol_z high50@-0.288793,1,312,34.93589743589743,"34,9%",0.048076923076922795,78,30.76923076923077,"30,8%",-0.07692307692307687,156,39.743589743589745,"39,7%",4.807692307692314,"4,8%",0.1923076923076924,0.1442307692307696,46,32.608695652173914,"32,6%",1.839464882943144,"1,8%",-0.021739130434782594,0.05518394648829428
2.0,RR2_after_new_high_recent_flag_high50,after_new_high_recent_flag high50@1,1,312,34.93589743589743,"34,9%",0.048076923076922795,78,30.76923076923077,"30,8%",-0.07692307692307687,209,27.751196172248804,"27,8%",-7.184701263648627,"-7,2%",-0.16746411483253587,-0.21554103790945867,50,34.0,"34,0%",3.23076923076923,"3,2%",0.02000000000000013,0.096923076923077
